StudyHours,SleepHours,SocialMediaHours,ExerciseHours,PlayHours,AttendancePercentage,PreviousMarks,AttentionLevel,TestMarks
6.4,6.6,2.2,0.1,0.7,86.3,69.7,5.3,73.4
2.5,5.5,0.2,0.4,0.8,86.9,65.8,3.7,63.7
2.5,7.6,3.8,0.1,2.9,82.4,55.2,2.7,47.5
5.2,6.2,2.4,0.9,2.3,88.2,82.4,4.5,74.6
5.3,7.1,6.0,1.4,0.9,88.8,67.9,2.8,54.1
5.3,6.6,2.0,1.0,2.1,88.8,80.9,5.7,68.9
4.1,7.8,2.6,1.0,1.2,82.4,76.8,4.7,65.8
4.3,6.8,3.2,0.9,0.3,83.3,78.0,3.7,66.3
5.0,6.9,1.2,1.1,0.0,80.5,86.6,7.0,75.4
4.6,7.5,2.9,1.0,1.5,79.0,71.2,4.6,64.2
1.2,9.0,2.5,0.0,2.6,84.5,68.7,2.2,46.2
4.2,7.9,2.1,1.3,2.6,97.1,85.6,5.3,65.1
3.2,6.9,3.9,1.2,2.4,100.0,78.3,2.2,56.6
4.8,7.0,1.4,0.6,2.1,95.5,63.0,5.4,70.9
9.0,6.5,2.8,0.0,1.7,81.3,80.4,6.8,84.8
5.1,6.1,4.2,0.9,2.3,88.3,85.1,4.3,73.0
4.0,6.4,1.7,1.0,0.1,68.6,47.0,4.0,45.7
5.9,6.2,2.1,0.6,2.2,83.8,57.6,5.0,77.7
5.2,7.7,5.3,0.9,0.7,81.9,61.9,3.8,56.1
5.1,5.9,3.1,1.3,0.9,100.0,77.2,4.7,70.9
5.4,8.3,1.9,2.0,2.0,87.1,77.9,6.4,81.0
7.6,7.8,3.5,0.9,2.2,85.4,75.2,6.4,72.2
2.8,7.0,1.8,1.0,1.1,84.5,78.8,4.5,73.5
5.2,7.0,0.6,0.4,2.0,82.7,58.9,5.6,66.0
3.1,6.4,4.1,0.5,1.9,89.3,57.9,3.3,54.9
5.3,7.3,1.2,0.7,1.3,79.7,82.5,5.7,75.2
3.1,8.1,5.4,1.4,1.6,89.4,71.0,3.3,46.7
3.9,6.3,1.9,1.2,3.0,96.5,82.1,4.0,73.6
4.1,5.5,5.1,1.8,1.3,85.9,63.0,2.9,54.4
6.0,7.7,0.9,0.1,1.3,82.5,59.4,6.8,89.9
5.9,7.3,3.7,0.1,1.6,84.4,57.3,4.1,63.6
2.6,5.9,3.1,1.4,1.4,94.6,78.0,3.3,55.0
4.6,6.3,3.5,1.5,2.1,86.1,81.3,4.1,55.8
3.4,6.1,3.7,0.8,2.5,80.1,75.4,4.0,53.5
2.6,6.3,1.9,0.0,1.3,91.5,65.2,3.0,56.5
4.2,6.7,0.9,0.4,0.9,79.3,76.4,5.0,66.1
4.0,6.7,2.4,1.0,2.9,83.1,76.1,4.1,67.0
8.1,6.3,2.8,0.4,1.6,86.8,49.7,6.5,77.6
5.1,6.2,1.9,0.9,0.3,78.5,66.5,3.8,57.0
2.4,6.8,2.8,1.7,2.8,70.7,72.8,2.6,46.7
3.7,7.2,2.9,1.5,2.3,88.6,81.1,4.4,60.1
6.0,6.7,1.4,1.2,2.6,67.5,69.1,6.0,72.5
7.6,8.2,3.0,0.8,2.5,77.6,71.5,5.6,77.7
2.1,7.5,2.2,0.6,3.4,91.2,69.3,3.0,51.3
1.7,5.4,1.7,1.2,0.8,88.4,72.7,2.5,44.5
7.3,7.5,3.4,0.8,0.9,83.7,56.3,5.7,84.8
5.1,7.6,1.6,0.8,1.2,77.8,63.9,6.0,70.0
3.2,6.6,2.0,0.0,1.1,81.6,47.7,4.2,54.1
5.3,5.5,2.6,0.4,1.6,89.6,65.6,3.1,53.8
1.0,7.0,4.1,1.2,1.2,83.9,75.0,1.6,46.3
4.5,7.0,2.7,0.2,0.7,75.1,62.1,4.3,63.7
5.0,5.9,3.1,0.9,0.9,78.0,67.5,3.3,60.9
5.9,5.5,2.1,1.0,1.3,81.5,73.9,5.6,73.6
3.0,6.9,2.4,1.0,2.3,87.9,95.0,3.8,66.4
4.6,6.8,2.4,1.1,1.1,85.8,69.2,5.0,61.6
3.1,6.6,2.9,1.1,2.1,75.0,77.2,3.2,51.6
4.9,6.9,2.1,0.5,0.6,95.8,68.1,4.4,67.0
3.2,5.9,4.1,0.1,0.0,79.1,73.6,1.9,55.0
3.9,6.6,2.1,0.4,1.4,88.5,69.7,4.0,63.9
3.0,7.5,0.5,1.2,1.1,77.4,65.8,4.7,56.8
5.5,6.7,5.8,0.2,0.9,100.0,68.0,3.6,58.7
5.8,5.3,2.1,0.3,0.8,95.6,82.5,6.0,68.8
4.1,6.5,4.1,0.3,1.0,78.8,72.9,3.4,58.8
4.6,5.9,4.2,0.0,0.8,85.7,58.0,2.0,50.5
2.3,7.3,3.6,0.2,0.9,76.8,65.8,2.6,47.3
4.1,7.3,2.3,1.3,0.5,82.2,61.1,4.0,73.7
4.4,5.3,2.8,0.4,0.0,88.4,79.3,3.3,61.7
8.4,7.8,1.0,0.0,0.0,91.8,62.4,7.7,89.4
2.8,5.9,4.9,0.5,3.2,75.1,78.6,1.6,43.4
6.7,8.6,1.5,1.1,1.5,79.0,79.8,6.5,79.6
6.0,7.0,2.2,0.0,2.6,92.5,71.4,5.5,70.1
4.9,5.8,2.6,1.3,1.4,95.6,75.4,3.3,61.4
7.1,5.9,2.4,0.1,1.4,78.8,65.0,5.7,64.6
5.1,7.3,1.7,0.6,1.7,92.7,78.5,4.8,67.7
5.1,6.6,4.2,0.6,1.9,75.1,57.6,3.9,56.5
4.4,6.9,3.6,0.5,0.6,82.6,65.4,3.1,54.6
6.3,8.6,2.9,0.8,1.2,75.8,66.9,6.1,69.7
6.1,6.3,2.0,1.2,1.7,81.8,79.9,6.2,75.2
3.6,7.1,3.8,0.8,0.1,100.0,87.1,3.0,64.3
2.5,8.4,1.9,0.5,2.4,84.6,65.5,3.8,55.6
4.2,7.3,4.4,1.0,2.2,82.7,69.0,3.8,56.9
3.3,5.4,2.6,0.9,0.0,80.5,58.2,3.2,50.2
4.4,7.5,4.0,0.5,0.9,82.6,69.2,3.1,60.3
6.4,5.8,2.4,0.8,1.6,78.5,81.0,5.8,65.8
3.8,8.4,2.6,0.4,2.1,86.1,52.0,4.9,53.7
4.4,6.2,4.0,0.4,2.6,84.7,70.2,3.9,55.6
4.6,9.0,5.1,1.2,1.1,81.3,77.2,4.4,63.6
5.8,8.5,4.4,1.0,3.1,80.6,70.6,5.9,64.9
1.1,6.2,3.6,1.2,1.5,86.5,68.1,1.0,36.5
3.6,7.0,3.2,1.1,1.3,79.2,78.8,4.5,61.6
4.8,7.8,1.9,0.4,1.9,83.1,61.9,5.0,68.8
6.3,7.8,2.9,1.3,1.7,81.4,62.2,5.6,73.0
3.8,7.4,1.4,0.7,1.7,67.4,51.5,4.4,58.2
1.7,8.3,3.0,1.3,2.9,91.9,73.3,3.5,54.2
5.4,6.9,3.0,0.7,1.7,70.3,72.2,5.1,66.4
3.5,6.6,0.1,1.0,0.8,70.9,64.3,4.8,59.7
2.7,6.7,2.5,1.0,0.9,92.2,61.1,3.4,52.8
3.6,7.9,3.0,1.2,2.5,76.1,69.5,5.5,55.3
4.2,7.4,2.4,0.0,2.0,68.4,71.0,3.9,61.7
3.6,7.3,2.9,0.0,0.4,95.7,58.0,3.4,47.6
1.2,7.8,0.9,1.1,0.4,79.9,50.5,4.4,42.1
5.8,4.9,1.6,1.0,1.5,94.7,52.7,4.2,76.7
6.4,7.3,3.7,0.4,1.9,77.7,55.5,5.1,63.3
5.5,7.2,2.5,1.0,1.0,71.9,57.9,4.0,60.2
2.8,8.7,2.9,0.1,0.3,82.4,69.2,3.0,46.8
4.2,5.5,1.8,2.4,0.7,75.3,70.8,3.9,63.3
4.5,8.6,2.5,1.5,2.7,88.2,68.3,4.9,72.2
5.4,7.1,0.0,1.1,1.8,90.4,73.6,5.8,85.3
5.5,7.5,3.5,0.8,2.2,92.4,74.0,4.9,62.2
3.4,8.7,4.7,0.5,2.3,82.5,73.3,4.0,61.1
4.6,7.6,1.2,0.1,1.1,96.0,70.9,6.3,74.7
5.2,7.4,1.4,0.7,1.2,77.6,59.4,5.1,52.7
6.7,7.2,3.0,0.4,1.4,86.1,56.6,5.9,62.8
5.6,6.5,4.3,0.4,1.8,83.9,64.4,4.5,53.1
5.7,7.0,2.5,0.1,2.3,100.0,81.4,5.0,79.9
4.6,6.3,1.0,0.9,2.8,94.7,93.4,5.4,78.4
6.6,7.0,2.2,0.6,2.1,85.3,75.6,6.0,74.5
5.1,4.7,1.3,1.1,2.1,86.6,73.6,4.9,70.7
3.2,7.4,1.7,1.0,2.8,97.3,80.7,4.0,75.1
6.6,6.9,2.1,0.9,1.4,79.0,85.1,4.9,75.0
5.5,6.7,1.4,2.1,2.3,68.7,60.8,5.8,68.1
3.8,7.2,1.6,1.2,1.9,77.3,95.0,4.4,72.2
3.8,5.6,2.6,0.2,1.9,81.7,85.9,3.1,55.9
4.9,8.9,2.8,1.0,1.3,95.9,56.3,5.9,70.4
5.2,6.9,0.8,0.8,0.5,93.3,60.0,6.4,78.6
4.8,6.9,3.0,0.1,1.7,84.6,95.0,4.2,76.1
5.0,6.0,2.0,0.1,1.7,88.7,80.4,3.8,68.4
7.0,7.0,3.4,1.0,1.1,79.3,64.0,5.5,75.3
6.1,8.4,3.4,1.1,1.4,100.0,70.8,5.3,76.3
4.8,8.0,1.8,0.3,0.9,94.7,77.5,5.3,73.6
5.9,7.9,3.2,1.3,0.9,85.4,78.9,5.2,76.9
3.0,7.5,1.5,0.9,1.2,84.4,83.7,4.8,74.2
5.1,6.6,4.1,1.4,0.6,90.6,72.4,3.7,67.8
7.2,5.5,1.5,1.3,1.1,84.5,72.8,7.3,83.0
4.2,6.8,2.9,0.7,2.0,70.4,66.4,3.2,51.9
3.2,6.8,2.3,1.6,2.5,97.3,60.7,4.1,62.3
3.5,8.0,1.3,0.2,3.0,94.3,60.2,4.0,62.1
2.9,7.3,3.6,2.0,1.2,88.0,68.6,4.0,61.0
3.3,8.6,1.8,0.4,2.3,81.6,73.4,4.7,57.5
3.9,8.2,0.5,0.8,1.7,85.1,55.4,5.8,70.4
2.4,6.5,0.0,0.5,1.3,63.8,90.5,3.8,53.9
4.5,5.2,1.4,0.6,1.8,76.1,63.0,4.8,62.0
5.9,8.4,4.2,2.3,2.3,99.1,61.4,5.8,72.8
3.1,8.4,4.0,0.6,1.2,89.1,69.7,3.1,53.4
6.8,5.6,1.6,1.2,1.1,69.4,46.3,5.9,68.5
5.3,8.5,2.1,0.7,1.2,78.4,73.6,5.3,76.2
6.0,7.4,1.9,1.3,1.1,69.6,60.1,5.5,63.6
3.5,7.2,0.9,0.5,2.3,78.8,50.8,4.4,49.3
5.8,8.6,1.4,0.9,1.0,83.7,71.4,6.4,70.1
2.9,8.3,3.7,1.1,1.1,97.8,71.4,3.6,57.0
5.8,7.7,3.1,0.4,1.7,91.3,89.5,5.1,82.9
4.8,7.5,2.8,2.2,1.7,82.6,71.8,4.7,63.2
5.3,7.6,0.9,1.1,1.2,83.0,71.7,6.5,86.2
2.7,6.6,2.6,0.7,2.7,78.6,70.4,3.7,48.1
3.2,6.9,0.0,0.5,1.1,93.7,44.2,5.3,52.2
5.4,6.1,3.5,0.8,1.4,94.7,70.8,4.5,69.3
3.1,6.7,2.8,0.2,0.2,74.3,69.5,1.9,46.5
5.2,6.6,0.9,1.7,1.3,71.2,68.6,5.3,64.4
2.4,6.4,4.4,1.0,0.6,82.5,61.7,1.4,42.3
5.8,7.1,0.3,0.8,0.9,83.4,75.7,5.5,70.6
2.7,6.7,3.1,1.3,0.1,87.1,60.2,3.7,54.7
5.3,7.5,3.2,0.4,0.9,71.6,77.1,5.6,68.3
5.4,5.4,1.0,0.2,1.4,79.3,73.9,5.0,69.6
3.5,6.9,2.5,0.7,1.3,84.3,84.0,4.1,64.7
5.4,7.1,0.5,0.9,1.2,78.8,65.4,5.9,81.3
4.9,6.7,0.0,1.1,1.3,91.9,83.4,6.5,80.2
3.7,6.8,1.2,0.1,1.1,99.9,72.1,4.5,65.9
3.0,5.4,1.8,0.6,1.5,80.7,69.2,3.0,58.7
1.6,7.4,3.3,0.0,1.4,92.1,61.5,2.5,43.4
5.0,7.6,2.6,0.2,1.7,82.1,74.0,4.8,69.4
2.2,7.5,2.6,1.2,1.4,77.6,65.2,3.4,53.9
4.6,8.0,1.3,1.3,1.2,79.3,69.7,6.1,76.7
4.1,7.2,1.9,0.2,2.0,91.1,77.8,6.4,71.1
5.5,7.5,1.4,0.6,1.9,79.9,69.7,6.7,67.6
4.0,7.2,1.0,0.8,1.5,81.4,73.2,5.1,65.9
4.0,7.7,1.8,1.3,2.3,75.8,85.1,4.5,67.1
5.6,5.4,2.6,1.6,1.6,90.1,75.6,3.6,65.5
5.0,6.1,1.8,0.9,1.4,88.7,63.2,5.4,69.3
5.0,8.6,2.1,0.7,1.5,96.6,65.9,6.1,81.2
5.2,4.5,3.3,0.1,1.6,89.8,71.4,3.0,60.0
2.2,6.9,1.9,0.9,0.9,88.3,91.2,3.3,57.6
5.6,8.2,0.9,1.8,0.2,89.7,56.7,6.9,79.2
5.4,6.9,3.2,1.4,1.7,83.0,71.9,5.2,61.6
3.0,6.6,2.8,0.9,2.1,85.9,83.6,4.1,61.7
4.1,7.1,2.9,1.0,0.8,92.4,76.1,3.5,60.8
4.4,6.6,3.3,0.5,2.3,78.4,68.7,4.2,51.4
4.3,7.0,3.0,0.6,0.3,98.6,52.8,4.2,59.1
5.0,6.3,2.5,0.9,1.1,90.1,85.1,4.3,68.0
6.6,8.1,5.4,0.9,2.7,100.0,65.3,5.2,72.7
6.1,8.4,1.0,1.3,1.7,75.6,60.5,6.9,74.8
2.5,6.9,1.8,1.3,1.3,75.6,72.5,3.7,56.1
5.4,5.6,3.7,1.1,1.7,88.0,84.3,4.1,64.6
6.5,6.5,2.7,0.3,2.3,86.0,74.0,5.0,70.8
5.1,6.8,3.4,0.3,0.5,81.3,66.4,4.5,63.7
6.1,7.5,2.7,0.4,2.4,74.8,72.5,5.2,65.2
7.5,6.0,4.1,0.9,1.2,82.9,71.2,6.0,74.8
6.0,6.2,1.3,0.0,2.0,86.7,65.3,5.6,75.5
4.9,7.5,4.1,0.8,1.1,74.5,70.7,3.8,61.9
6.1,7.9,3.9,1.5,2.7,81.7,61.8,5.5,63.4
4.7,6.4,1.0,1.1,1.5,88.1,60.1,5.7,66.7
4.5,5.7,3.3,0.6,0.6,91.3,75.5,2.8,62.7
4.0,9.0,2.4,0.5,1.8,82.7,66.1,5.5,59.7
6.8,7.8,1.8,1.2,2.4,78.6,69.7,6.9,71.2
3.3,6.7,0.2,1.0,2.3,85.9,62.3,4.8,64.9
6.8,7.9,1.3,0.7,1.6,83.3,64.3,6.4,76.2
5.2,6.9,3.3,0.5,2.1,73.3,65.2,4.6,63.6
2.4,7.9,3.5,0.8,1.2,81.4,64.1,2.7,44.8
5.1,7.2,2.2,0.6,1.9,80.3,65.9,4.0,63.4
1.3,7.1,3.5,1.2,1.8,85.2,72.0,1.9,36.4
5.4,6.9,3.6,1.4,0.0,79.1,83.9,4.5,71.0
5.8,5.6,2.7,0.1,0.8,80.6,77.6,4.7,67.6
3.6,8.9,1.6,0.2,1.6,83.5,66.7,4.9,61.7
4.7,6.1,3.0,1.5,1.6,90.1,63.7,3.6,60.2
7.4,5.6,3.1,0.9,1.5,85.7,52.2,5.1,68.0
3.7,6.8,3.3,0.2,1.6,100.0,63.3,3.4,59.2
2.9,6.0,3.5,1.3,2.3,74.9,59.0,3.1,47.4
6.7,6.9,0.9,1.0,1.7,92.3,70.5,7.1,84.8
7.4,7.7,1.9,1.9,0.0,84.4,86.7,6.5,79.3
4.5,8.0,0.2,0.7,2.9,73.8,66.0,6.0,72.5
6.0,7.8,3.4,1.4,0.2,82.0,55.5,5.8,65.4
6.5,6.7,2.2,0.1,2.2,72.9,68.0,5.0,71.3
3.4,7.0,3.0,1.5,0.4,85.7,65.6,4.7,58.0
3.8,7.4,0.7,1.3,2.5,82.6,82.6,5.0,64.3
6.3,5.2,4.2,1.6,1.3,79.5,51.2,4.8,73.7
7.0,7.6,1.1,1.4,1.8,76.5,60.1,7.5,78.9
5.3,5.5,3.4,0.8,0.1,93.1,77.6,3.6,59.5
3.2,9.0,2.6,0.2,2.0,83.7,54.3,4.3,53.3
7.5,6.6,2.3,0.5,1.8,86.7,75.7,6.8,81.1
3.7,6.8,2.2,0.0,1.9,86.4,63.3,3.6,57.4
4.0,6.2,1.7,0.3,2.2,85.9,80.3,4.2,58.4
5.0,6.4,4.1,1.0,1.6,82.4,69.5,3.1,58.7
6.8,9.0,2.5,0.8,1.4,97.1,68.4,6.9,76.5
5.8,7.9,1.0,0.7,0.9,100.0,76.0,6.2,88.9
5.1,5.5,2.0,0.4,1.2,96.6,70.2,4.6,70.1
5.2,8.5,2.7,0.0,2.3,85.2,57.6,4.8,67.0
4.6,8.2,3.6,0.9,0.9,84.6,64.8,4.7,65.5
5.3,6.7,1.8,1.0,0.2,93.7,53.7,5.1,69.7
1.0,7.3,1.9,0.3,0.8,78.9,61.4,1.4,42.2
4.1,7.0,2.5,0.5,1.9,98.7,48.6,4.2,64.3
4.9,9.0,3.5,1.6,1.3,91.3,93.4,5.8,72.2
2.8,6.2,0.9,1.4,1.9,82.8,69.7,3.6,62.3
5.1,7.1,3.1,0.1,0.1,87.3,75.3,4.0,64.0
4.2,6.6,1.9,0.8,0.0,90.0,61.6,5.1,64.9
7.1,5.6,2.1,1.5,1.7,81.6,75.3,6.2,73.1
6.9,9.0,4.9,0.7,2.2,93.3,77.7,5.3,67.6
3.8,5.8,2.3,0.7,0.3,95.2,79.4,3.8,65.6
4.3,7.2,3.4,1.3,1.9,82.9,69.2,3.8,64.6
4.4,5.3,3.4,1.3,2.3,81.2,80.2,4.7,63.7
3.8,6.6,1.1,1.3,1.5,84.2,63.9,5.2,72.9
4.8,7.4,0.3,0.7,2.1,75.7,73.7,6.8,76.1
3.4,6.2,3.5,1.1,1.6,71.7,70.5,3.1,50.8
2.8,7.6,1.2,1.5,1.3,81.5,58.2,3.9,62.5
5.4,6.7,0.5,0.8,2.1,77.3,51.7,6.2,74.9
5.4,8.2,3.7,0.6,2.8,99.2,67.0,5.5,63.4
3.3,8.4,1.3,1.4,1.1,81.4,67.0,5.8,63.6
5.8,6.4,1.6,1.8,1.4,88.6,67.3,5.0,74.7
3.6,7.1,4.9,1.9,0.8,80.0,80.5,3.2,58.4
4.9,7.2,0.5,0.6,1.6,99.3,83.8,4.9,81.4
5.7,7.6,1.0,0.7,1.4,83.4,76.6,5.9,75.8
4.4,7.0,1.9,0.3,2.3,75.1,75.9,4.9,63.8
5.2,7.2,2.2,0.9,2.5,90.4,69.2,5.8,71.0
3.7,6.8,1.4,0.3,2.1,87.1,71.8,4.4,60.8
4.2,7.1,1.1,0.5,2.2,94.6,74.3,4.4,62.6
4.2,8.3,4.3,1.2,1.0,83.8,71.4,4.3,61.8
3.4,7.6,2.8,1.0,0.8,85.9,75.9,3.6,62.2
4.2,7.7,3.2,0.0,1.8,72.9,70.5,3.9,66.3
2.2,7.7,2.3,1.6,1.5,91.7,65.0,3.7,51.8
3.8,6.8,2.8,0.3,2.9,85.5,72.6,3.3,60.8
4.1,7.3,3.6,0.3,0.2,84.0,67.6,4.0,57.0
4.1,5.9,1.3,0.2,1.9,83.2,84.5,4.6,68.7
4.1,8.3,2.8,0.5,1.9,82.7,65.7,5.0,58.7
4.4,4.2,3.3,0.4,1.0,91.8,95.0,3.5,69.1
5.2,6.9,4.4,0.4,0.8,77.6,86.4,3.8,71.2
5.8,8.1,4.8,0.0,1.3,90.9,58.7,3.7,58.1
3.5,5.6,2.6,0.9,0.4,72.2,82.5,2.8,58.9
2.7,7.4,3.9,0.9,2.5,69.7,68.7,3.8,46.2
2.9,6.3,0.0,1.9,3.4,96.3,75.7,5.7,63.9
3.8,6.6,4.4,1.0,1.3,76.8,85.8,3.7,57.9
4.0,7.9,1.6,0.6,1.1,85.8,62.2,4.6,71.9
3.3,7.2,2.2,0.2,0.6,82.9,65.4,4.7,55.2
2.6,5.0,3.0,0.8,0.7,87.8,77.5,2.1,48.6
3.8,6.0,2.3,1.0,1.1,85.4,66.3,4.0,55.6
4.8,8.0,2.7,0.5,2.3,93.3,47.8,5.3,71.1
5.4,7.4,4.4,0.8,3.7,73.6,79.6,4.9,70.1
3.7,8.7,2.0,1.7,1.0,90.4,73.7,5.5,70.3
3.9,8.7,1.2,0.6,0.9,84.6,69.8,6.1,75.2
3.1,6.7,4.7,0.0,0.7,72.7,71.3,2.2,51.1
4.5,9.0,3.1,1.2,1.8,80.8,92.4,5.0,69.1
3.2,7.0,4.8,1.0,1.7,72.2,80.1,2.5,47.7
5.4,6.0,3.5,0.0,1.6,71.6,61.4,3.3,61.4
1.8,6.4,0.9,1.0,1.2,81.5,71.2,2.1,52.1
4.0,4.7,3.3,0.3,2.5,94.5,81.9,3.2,59.0
5.0,8.6,1.3,1.0,2.0,87.5,81.6,5.9,78.5
4.8,8.6,2.5,1.8,2.0,95.4,55.0,5.9,65.3
8.5,6.0,2.4,0.7,1.8,85.6,65.0,6.8,88.6
5.0,6.8,0.6,1.3,1.4,97.4,58.7,5.9,68.4
3.0,7.1,1.5,0.2,1.0,96.6,76.4,4.4,68.3
4.4,6.0,5.1,0.0,1.9,77.4,60.9,3.0,50.9
1.8,5.2,2.8,1.8,1.8,85.6,85.5,1.9,53.5
4.4,6.8,2.3,1.0,1.9,79.2,83.0,5.3,70.0
3.3,6.7,4.7,1.1,0.4,83.8,67.5,3.1,49.9
5.9,6.6,2.0,1.4,1.7,98.3,57.4,5.1,73.6
3.7,7.2,2.4,0.5,1.3,79.9,62.1,3.7,57.4
4.3,8.4,3.7,1.2,0.9,75.5,74.5,3.9,59.2
3.5,6.7,2.0,1.1,2.0,76.0,78.5,4.5,68.1
7.1,7.2,1.6,0.2,1.6,81.8,69.6,6.3,72.0
4.0,7.7,0.0,1.6,3.1,100.0,44.3,4.7,67.1
7.2,7.6,1.4,1.5,1.8,96.8,76.8,6.8,88.1
5.7,6.4,1.4,0.2,1.3,62.0,49.8,5.2,63.2
5.2,7.1,2.7,0.9,1.4,84.7,48.8,5.0,64.1
5.1,7.5,1.8,0.7,0.7,80.0,80.0,4.6,72.9
5.1,5.9,5.1,1.5,2.4,92.9,58.1,3.4,54.8
1.6,8.3,1.2,0.1,1.7,75.6,72.5,4.4,51.6
4.1,8.4,4.2,2.6,1.7,76.7,70.9,4.6,60.2
5.8,6.3,2.8,0.7,0.8,80.4,61.9,5.1,73.5
4.4,7.2,3.5,1.2,2.0,79.5,72.1,4.9,61.3
2.4,7.6,3.4,1.5,0.8,90.2,64.5,3.2,46.4
4.4,6.5,0.0,0.7,1.1,82.3,70.5,5.4,74.6
7.1,7.5,2.5,0.7,1.6,93.0,66.1,6.4,74.6
6.4,7.2,2.2,0.5,1.1,78.5,65.0,5.3,71.9
4.4,5.5,1.1,0.4,0.9,91.9,63.4,4.0,60.3
5.9,7.5,3.1,0.9,1.5,75.7,61.0,4.3,61.1
4.0,5.9,4.6,0.7,2.2,89.9,78.5,3.8,60.2
1.9,7.9,0.0,0.5,2.1,81.0,65.5,4.9,57.5
3.1,6.3,1.9,0.6,2.0,92.1,58.7,3.2,56.9
6.8,6.8,1.0,1.1,1.8,65.5,65.9,7.2,77.6
4.1,8.4,2.6,0.4,1.2,78.7,64.7,4.2,56.2
4.1,7.5,2.1,0.7,2.3,94.3,66.1,4.7,62.6
4.1,5.9,1.8,1.2,0.3,83.4,77.1,4.3,71.7
7.4,6.0,3.3,0.9,1.8,71.4,63.7,5.2,67.9
6.9,6.4,4.5,0.3,2.1,79.3,66.2,4.2,67.0
7.8,7.4,5.7,0.8,1.4,88.1,76.4,5.6,68.2
4.3,7.4,1.6,1.0,1.0,78.5,74.4,5.0,75.2
4.9,6.2,0.3,1.3,1.5,94.3,63.1,6.5,77.7
2.2,5.8,3.2,0.4,1.0,93.7,79.7,1.7,42.9
6.7,7.3,4.4,0.5,1.9,90.3,79.1,4.6,67.5
2.7,6.8,3.5,0.5,2.2,93.2,78.4,2.8,52.8
4.8,9.0,4.4,0.5,1.8,80.9,73.0,5.0,71.2
2.9,7.0,2.2,1.0,1.8,96.9,68.3,3.3,71.2
3.6,8.8,1.8,1.1,2.0,93.6,59.3,5.4,66.5
3.2,5.8,2.6,1.3,2.1,84.0,56.2,3.5,58.2
3.6,5.4,2.1,0.8,1.0,72.0,69.2,4.2,63.9
3.7,5.9,3.3,0.1,0.4,66.1,70.1,3.2,46.4
3.7,8.2,3.7,1.1,1.7,92.9,67.4,3.1,56.4
5.8,8.8,3.8,0.9,2.1,72.1,68.9,4.8,62.9
2.8,6.2,3.1,0.8,0.4,77.6,83.6,2.4,61.1
4.8,6.5,2.8,0.2,1.5,88.8,86.3,3.9,79.7
6.3,5.8,3.5,0.7,2.3,74.6,58.9,5.3,75.8
3.7,5.2,0.1,0.2,1.4,100.0,72.9,4.2,72.6
3.4,7.7,2.8,1.0,2.6,86.9,70.5,4.1,61.5
4.2,7.2,2.6,0.6,2.4,96.8,76.7,4.2,64.8
6.3,7.0,2.8,0.5,1.4,93.3,87.3,5.6,80.3
4.8,5.6,2.4,0.0,1.2,64.7,91.9,3.6,70.0
3.7,8.6,3.0,1.3,1.3,91.0,77.2,4.5,68.8
5.2,6.5,1.8,0.7,1.6,84.9,70.4,4.9,72.1
2.8,7.5,3.9,0.8,0.7,84.5,66.4,3.0,46.6
5.5,5.5,3.1,0.4,0.5,84.8,94.9,3.8,82.1
5.1,6.8,2.7,0.0,0.0,93.4,62.3,3.8,66.4
4.0,7.3,1.7,0.5,1.5,98.2,78.2,5.1,72.7
3.2,7.3,3.5,0.6,2.9,75.5,67.4,3.3,56.1
3.2,7.2,2.7,0.9,0.1,85.6,56.6,4.2,51.4
5.3,7.5,1.6,0.6,1.4,96.2,87.2,5.8,76.4
6.3,5.9,2.4,0.4,1.4,83.3,52.6,5.3,65.4
3.5,7.2,3.3,0.0,1.4,86.6,48.5,4.0,47.0
5.2,7.1,3.2,0.8,2.4,86.7,77.0,5.9,72.0
1.4,7.2,3.1,0.4,0.9,100.0,67.0,2.9,40.9
3.6,7.1,2.6,1.5,0.1,91.0,74.3,4.6,61.6
4.5,5.7,3.7,0.9,1.1,100.0,69.9,3.5,53.0
3.1,5.7,4.0,1.1,1.0,98.9,76.0,3.1,57.0
3.1,4.8,3.4,0.7,0.0,83.2,67.0,1.9,48.7
3.5,7.8,1.8,0.9,1.7,87.4,79.0,4.9,72.3
4.9,7.8,1.2,0.4,0.7,100.0,79.3,6.2,80.6
4.2,7.8,1.8,0.2,1.4,75.9,85.5,5.3,65.0
1.1,7.3,4.8,0.8,1.2,91.1,82.6,1.4,43.4
1.3,4.9,2.8,1.1,0.7,91.2,68.9,1.9,54.3
3.6,6.0,5.1,0.0,2.1,82.8,77.0,1.9,45.4
5.2,7.2,2.4,0.6,1.3,82.0,74.2,4.6,78.3
1.0,7.1,2.2,1.7,1.5,83.1,74.2,3.6,53.3
3.8,6.8,2.4,1.0,1.9,90.6,56.8,3.9,51.1
3.7,7.4,2.4,1.6,1.7,96.8,77.5,4.2,61.1
6.6,7.0,1.6,0.5,1.6,90.9,76.1,5.9,84.4
3.9,7.1,1.1,0.6,0.9,74.9,88.2,4.5,71.5
5.1,6.4,3.1,1.3,0.7,97.0,81.7,4.1,72.6
4.7,8.0,3.8,1.1,1.6,94.5,71.5,3.6,63.6
1.3,6.6,5.4,0.8,0.8,83.0,69.0,1.0,37.1
5.7,5.7,2.0,0.2,2.1,79.8,60.0,4.6,61.4
4.8,6.2,2.1,1.4,1.4,77.7,88.2,5.0,73.0
